id,firstname,lastname,phonenum
817,Amit,Weiss,057-3544709
818,Yonatan,Lavi,054-8061138
819,Liron,Friedman,050-3591763
820,Roni,Peretz,052-8499706
821,Noga,Mendel,059-2087339
822,Liron,Mendel,054-2690810
823,Liron,Barak,052-4100166
824,Eden,Sasson,052-3015842
825,Roni,Shalom,053-4386889
826,Yosef,Barak,050-9250609
827,Moran,Mizrahi,055-9595048
828,Daniel,Shalom,057-1537796
829,Moran,Vardi,056-7995520
830,Oren,Harel,056-9746258
831,Liat,Cohen,052-7946230
832,Sarit,Tzur,052-6746450
833,Liron,Barak,052-1427359
834,Gal,Mendel,050-9232800
835,Nitzan,Friedman,059-4962399
836,Itay,Navon,053-1338964
837,David,Vardi,052-1928790
838,Gal,Navon,055-6346479
839,Shaked,Paz,058-5838534
840,Yarden,Sasson,054-9552928
841,Hila,Weiss,053-8301355
842,Liat,Katz,056-3080057
843,Amit,Barak,059-3391402
844,Amit,Levi,051-6102923
845,Liron,Navon,054-3503866
846,Nitzan,Cohen,053-8124066
847,Liron,Cohen,051-7568550
848,Ido,Oren,054-6563769
849,Shira,Cohen,059-1899106
850,Hadar,Paz,055-4622834
851,Aviv,Katz,051-3071094
852,Nadav,Weiss,054-5581850
853,Aviv,Zohar,051-8873150
854,Daniel,Eliav,050-1890402
855,Nadav,Regev,051-3515573
856,Rotem,Azulay,056-3223571
857,Itay,Regev,050-1610185
858,Amit,Lavi,057-3767809
859,Sarit,Mendel,056-3678617
860,Roni,Friedman,051-8586284
861,Hila,Sasson,055-1630392
862,Noa,Mizrahi,058-6699629
863,Amit,Paz,053-6805362
864,Rotem,Levi,056-4640807
865,Shani,Tzur,053-5716740
866,Roni,Friedman,056-4294576
867,Rivka,Tzur,054-1441893
868,Talia,Friedman,052-6118589
869,David,Lavi,051-3609835
870,Rivka,Regev,050-9974612
871,Hila,Friedman,052-9834811
872,Aviv,Lavi,059-9432904
873,Or,Biton,059-8180447
874,David,Shalom,053-6794081
875,Moran,Vardi,057-7080465
876,Roni,Shalom,054-2660240
877,Nitzan,Peretz,050-7089689
878,Yarden,Ben-David,056-2615515
879,Talia,Barak,053-9376045
880,Lior,Golan,050-6208763
881,Rivka,Oren,054-4418890
882,Itay,Harel,058-8857050
883,Nadav,Oren,057-6387231
884,Shira,Peretz,050-4150796
885,Alon,Oren,053-1030285
886,Daniel,Ben-David,059-9038055
887,Shani,Sasson,057-6269299
888,Gal,Harel,056-4528799
889,Rivka,Navon,050-6840704
890,Oren,Peretz,059-5183693
891,Alon,Klein,057-4391347
892,David,Mendel,053-9112876
893,Roni,Shalom,053-6959529
894,Aviv,Barak,058-1110657
895,Noa,Tzur,051-7255190
896,Oren,Oren,050-3533318
897,Talia,Peretz,053-3391360
898,Gal,Eliav,054-8362371
899,Sarit,Harel,059-4305998
900,Itay,Friedman,055-5459709
901,Eitan,Alon,051-5762761
902,Roni,Regev,050-4254603
903,Yosef,Alon,056-1316702
904,Gal,Lavi,057-8868456
905,Shira,Eliav,058-9209655
906,Alon,Shalom,059-7189195
907,Naama,Katz,057-8134195
908,Nadav,Mendel,051-9990199
909,Shira,Klein,053-1369792
910,Erez,Mizrahi,058-4294118
911,Oren,Alon,051-6204951
912,Nadav,Peretz,055-1521125
913,Erez,Zohar,058-5141963
914,Aviv,Barak,052-3467334
915,Yael,Azulay,050-1092190
916,Roni,Oren,059-9741686
917,Shaked,Yosef,050-6477857
918,Yosef,Levi,059-6859065
919,Tamar,Alon,056-3686122
920,Sarit,Azulay,051-5328409
921,Oren,Vardi,051-1248994
922,Dafna,Golan,054-2884316
923,Efrat,Friedman,056-7874813
924,Gilad,Klein,052-2425974
925,Moran,Levi,054-5935892
926,Gal,Shalom,056-2446664
927,Shaked,Yosef,059-8985757
928,Avi,Yosef,056-6025794
929,Shira,Navon,054-7217113
930,Alon,Mendel,050-4473581
931,Nitzan,Golan,050-2305537
932,Eitan,Sasson,050-5734293
933,Aviv,Yosef,052-2494968
934,Aviv,Lavi,058-1870245
935,Oren,Zohar,051-7377572
936,Roni,Shalom,056-9983174
937,Efrat,Harel,057-5044662
938,Aviv,Oren,051-4240790
939,Lior,Regev,058-7691893
940,Liron,Eliav,055-8787720
941,Eitan,Oren,056-4551515
942,Moran,Klein,057-9238247
943,Efrat,Klein,054-7470782
944,Or,Lavi,057-3288185
945,Lior,Ben-David,051-6456048
946,Shaked,Ben-David,054-3498139
947,Rivka,Barak,058-6862345
948,Michal,Shalom,051-4168198
949,Roni,Barak,058-4488716
950,Erez,Shalom,057-7726417
951,Yossi,Sasson,056-7333226
952,Rivka,Katz,054-2457129
953,Roni,Biton,058-2363609
954,Liron,Navon,056-4202817
955,Avi,Eliav,055-7739681
956,Rivka,Alon,057-7458152
957,Gal,Azulay,057-8791055
958,Hadar,Eliav,056-3860465
959,Tamar,Shalom,058-4373034
960,Eden,Mendel,052-3768172
961,Liron,Eliav,056-7991671
962,Shani,Friedman,053-5611523
963,Aviv,Paz,055-2680920
964,Shlomi,Tzur,054-6011657
965,Omer,Alon,058-1799002
966,Ariel,Katz,055-5588244
967,Rivka,Levi,054-8173882
968,Lior,Weiss,050-3212799
969,Sarit,Cohen,051-2073324
970,Liat,Oren,054-9594389
971,Yosef,Biton,053-5647337
972,Oren,Regev,052-4676733
973,Yonatan,Peretz,058-7578947
974,Noga,Klein,053-1513035
975,Gilad,Mizrahi,058-9188800
976,Yael,Sasson,053-6638912
977,Lior,Barak,054-7877308
978,Liron,Zohar,054-4985643
979,Eitan,Levi,055-7417970
980,David,Cohen,053-4495299
981,Rivka,Weiss,056-9873784
982,Yosef,Peretz,057-8636186
983,Gal,Navon,053-2548275
984,Yonatan,Cohen,052-5387205
985,Gilad,Paz,056-9960307
986,Daniel,Harel,052-9522502
987,Eitan,Azulay,054-4222168
988,Or,Cohen,056-8745847
989,Roni,Mizrahi,057-7991803
990,Roni,Peretz,057-4175083
991,Maya,Katz,050-3777847
992,Rotem,Levi,055-9004206
993,Yossi,Navon,055-7324251
994,Alon,Vardi,052-9950578
995,Hadar,Azulay,054-7206598
996,Erez,Levi,054-6253824
997,Maya,Peretz,051-5917366
998,Yossi,Lavi,051-2516613
999,Nadav,Ben-David,050-4273741
1000,Hila,Shalom,054-4087141
1001,Moran,Weiss,058-9785579
1002,Yosef,Zohar,052-7835052
1003,Liron,Yosef,056-4878348
1004,Gal,Mendel,058-1817848
1005,Itay,Sasson,050-1649890
1006,Alon,Biton,055-3495092
1007,David,Katz,050-7406429
1008,Ido,Katz,052-1023662
1009,Roni,Mendel,058-8098735
1010,Shani,Levi,054-5842550
1011,Gal,Eliav,058-3115352
1012,Nadav,Azulay,053-2664588
1013,Naama,Tzur,050-8596378
1014,Yonatan,Katz,052-9544230
1015,Omer,Friedman,051-8346034
1016,Hadar,Friedman,054-4743539
1017,Gal,Oren,053-9178825
1018,Yair,Eliav,056-9156071
1019,Tamar,Azulay,055-8053445
1020,Erez,Regev,051-5760658
1021,Yonatan,Oren,050-7084470
1022,Aviv,Eliav,058-9896200
1023,Noa,Harel,057-3586137
1024,Shlomi,Zohar,058-9055343
1025,Hadar,Regev,054-6622414
1026,Sarit,Barak,058-2238022
1027,Liron,Regev,057-4920332
1028,Roni,Paz,054-6317678
1029,Eitan,Regev,052-4077794
1030,Alon,Mizrahi,059-4765315
1031,Daniel,Mendel,050-6660527
1032,Shaked,Sasson,056-8404581
1033,Nitzan,Lavi,058-1386039
1034,David,Golan,050-1544790
1035,Maya,Weiss,056-6283683
1036,Shira,Paz,050-1095595
1037,Maya,Biton,056-4664228
1038,Hadar,Vardi,053-5009646
1039,Tamar,Friedman,056-1786964
1040,Omer,Katz,053-7247535
1041,Yonatan,Sasson,050-8585646
1042,Shlomi,Katz,055-6887089
1043,Shani,Barak,052-6448327
1044,Lior,Zohar,051-3866262
1045,Erez,Regev,058-1993605
1046,Aviv,Tzur,051-9170638
1047,Omer,Ben-David,051-8818886
1048,Rotem,Azulay,054-6209032
1049,Liat,Navon,057-1812252
1050,Noa,Katz,053-8506458
1051,Oren,Lavi,058-3552599
1052,Eitan,Cohen,051-8196176
1053,Maya,Klein,058-1191688
1054,Nadav,Oren,054-9157101
1055,Aviv,Alon,053-7199999
1056,Naama,Alon,056-2809751
1057,Dafna,Regev,054-8454816
1058,Yonatan,Golan,058-7200742
1059,Rivka,Eliav,055-4302057
1060,Naama,Weiss,056-5878508
1061,Roni,Paz,051-5136780
1062,Erez,Lavi,058-8935724
1063,Yarden,Tzur,054-8922371
1064,Maya,Vardi,057-1609986
1065,Dafna,Tzur,054-6896396
1066,Nadav,Zohar,056-6299244
1067,Oren,Cohen,059-7776487
1068,Or,Lavi,053-3915359
1069,Naama,Sasson,058-4518768
1070,Gilad,Peretz,052-2589304
1071,Eitan,Paz,056-3426341
1072,Rotem,Lavi,059-3062218
1073,Moran,Ben-David,058-9303612
1074,Yair,Navon,058-9977576
1075,Michal,Sasson,055-7545730
1076,Roni,Azulay,056-3457873
1077,Gal,Barak,051-6266724
1078,Itay,Alon,052-1936368
1079,Or,Klein,054-6607788
1080,Ariel,Regev,055-6370096
1081,Yossi,Mizrahi,055-6290020
1082,Maya,Navon,050-5792752
1083,Gal,Harel,056-9923854
1084,Amit,Peretz,055-1209307
1085,Hila,Navon,052-5982021
1086,Noga,Azulay,056-1531599
1087,Daniel,Levi,050-6419429
1088,Roni,Friedman,050-6328235
1089,Omer,Lavi,058-5246057
1090,Alon,Weiss,058-3023337
1091,Shaked,Friedman,056-3749225
1092,Roni,Biton,053-4364275
1093,Nadav,Katz,055-2552814
1094,Daniel,Lavi,053-6578360
1095,Noga,Yosef,050-2457528
1096,Shira,Friedman,059-3111573
1097,Shaked,Klein,056-7034624
1098,Shlomi,Paz,057-4028142
1099,Nadav,Weiss,052-5163569
1100,Gilad,Tzur,059-5007650
1101,Noa,Navon,051-4413329
1102,Yossi,Shalom,052-2147999
1103,Oren,Mendel,051-2547127
1104,Yossi,Friedman,055-9892339
1105,Shani,Harel,050-4096175
1106,Liat,Sasson,051-5050482
1107,Noa,Harel,052-2381637
1108,Eden,Sasson,054-7227083
1109,Ido,Regev,057-5388988
1110,Shaked,Mendel,059-9649374
1111,Yossi,Weiss,050-7530291
1112,Rivka,Levi,058-8961477
1113,Yarden,Mendel,050-6719536
1114,Yossi,Peretz,051-8706854
1115,Gal,Mizrahi,053-8556810
1116,Dafna,Tzur,050-8918586
1117,Daniel,Paz,054-8971345
1118,Avi,Harel,051-6442101
1119,Hadar,Tzur,055-2233932
1120,Rotem,Azulay,054-5007437
1121,Alon,Levi,052-2071482
1122,Sarit,Tzur,052-5356902
1123,Eitan,Regev,059-9457041
1124,Rivka,Cohen,059-7462772
1125,Liat,Eliav,056-9122045
1126,Eden,Sasson,057-9503988
1127,Shira,Klein,052-3385646
1128,Noga,Eliav,057-9918216
1129,Erez,Shalom,051-5374227
1130,Lior,Yosef,050-5993083
1131,Roni,Zohar,052-4895424
1132,Shira,Regev,054-8921275
1133,Ido,Weiss,051-7996501
1134,Shaked,Eliav,057-1104080
1135,Hila,Regev,059-2748655
1136,Eitan,Levi,053-5065727
1137,Omer,Alon,050-2650031
1138,Naama,Golan,053-9584085
1139,Naama,Paz,054-2512687
1140,Dafna,Harel,052-4135296
1141,Rivka,Navon,056-1153237
1142,Moran,Paz,053-6920153
1143,Yair,Yosef,056-9127417
1144,Gal,Yosef,055-9654698
1145,Eden,Weiss,058-5734466
1146,Shlomi,Lavi,053-4999428
1147,Omer,Harel,058-5203316
1148,Roni,Paz,052-9222673
1149,Shani,Cohen,050-7799003
1150,Avi,Yosef,056-4574507
1151,David,Klein,058-5221441
1152,Omer,Peretz,054-9536262
1153,Moran,Yosef,052-5993454
1154,Shlomi,Cohen,056-7532780
1155,Rotem,Katz,050-5143372
1156,Liat,Alon,053-9500739
1157,Hila,Oren,054-5673639
1158,Noga,Alon,051-5379037
1159,Ariel,Vardi,055-9048827
1160,Erez,Regev,055-9804960
1161,Lior,Vardi,054-4800229
1162,Ido,Shalom,055-8844413
1163,Yarden,Eliav,057-4547767
1164,Or,Katz,053-6707302
1165,Talia,Cohen,057-4371250
1166,Itay,Sasson,050-8224732
1167,Shlomi,Eliav,053-2290028
1168,Yonatan,Ben-David,051-8202565
1169,Dafna,Shalom,056-3166866
1170,Shira,Vardi,058-2059697
1171,Shira,Levi,050-7957794
1172,Shira,Weiss,056-9839722
1173,Eitan,Levi,056-9248016
1174,Avi,Vardi,051-5350923
1175,Gal,Levi,057-8899428
1176,Tamar,Zohar,056-2259615
1177,Daniel,Katz,053-2875628
1178,Efrat,Mizrahi,058-5815122
1179,Maya,Oren,059-3702040
1180,Oren,Friedman,051-5891642
1181,Shira,Levi,055-2347879
1182,Nitzan,Golan,054-3992067
1183,Gal,Eliav,058-8856428
1184,Liat,Cohen,053-2093777
1185,Alon,Golan,054-3007651
1186,Daniel,Vardi,051-1137936
1187,Gilad,Alon,050-5427612
1188,Gilad,Zohar,057-2442630
1189,Moran,Oren,056-3980389
1190,Shira,Alon,059-1532718
1191,Shlomi,Barak,058-7652331
1192,Liron,Azulay,050-9815121
1193,Shlomi,Oren,053-7772655
1194,Yair,Lavi,051-8201614
1195,Shani,Barak,059-9588540
1196,Gilad,Eliav,051-2466691
1197,Naama,Vardi,056-1664658
1198,Shlomi,Paz,059-5354961
1199,Daniel,Klein,055-2914297
1200,Rivka,Navon,052-6534657
1201,Yarden,Golan,055-4751014
1202,Eden,Harel,057-5032158
1203,Amit,Harel,058-7144326
1204,Oren,Paz,054-6815043
1205,Dafna,Tzur,059-2321749
1206,Noa,Paz,051-7518402
1207,Rotem,Eliav,051-4489769
1208,Shira,Navon,055-1791417
1209,Eden,Mendel,058-7799308
1210,Yael,Oren,057-4496758
1211,Yosef,Klein,057-7025691
1212,Yael,Cohen,055-3509954
1213,Shani,Klein,055-8085300
1214,Eden,Peretz,053-8062307
1215,Naama,Alon,057-3505838
1216,Rivka,Katz,050-9513311
1217,Shlomi,Tzur,054-8004912
1218,Erez,Eliav,051-4587901
1219,Talia,Tzur,051-7382302
1220,Yonatan,Oren,058-1842599
1221,Nitzan,Peretz,052-9825349
1222,Omer,Azulay,052-4384133
1223,David,Golan,050-9946302
1224,Rivka,Azulay,050-8648629
1225,Liat,Barak,059-1720260
1226,Yael,Mizrahi,057-7064601
1227,Daniel,Peretz,053-8583298
1228,Amit,Levi,051-4039936
1229,Liron,Biton,050-2526222
1230,Liat,Vardi,053-8660653
1231,Nitzan,Tzur,059-6654645
1232,Hila,Zohar,058-1145044
1233,Avi,Harel,059-2881339
1234,Moran,Paz,053-2848133
1235,Yael,Eliav,059-1619189
1236,David,Lavi,054-8695625
1237,Efrat,Weiss,052-8497808
1238,Rivka,Golan,050-4863646
1239,Liron,Peretz,053-8567474
1240,Shani,Katz,051-2101688
1241,Talia,Katz,054-8127422
1242,Yair,Mizrahi,052-7150680
1243,Roni,Levi,052-4619881
1244,Rotem,Harel,052-4666404
1245,Rotem,Shalom,050-8656396
1246,Lior,Weiss,052-3205928
1247,Yosef,Levi,055-1164283
1248,Alon,Harel,055-8845755
1249,David,Oren,057-4885666
1250,Lior,Barak,055-9096132
1251,David,Golan,056-9635638
1252,Rivka,Biton,052-2480224
1253,Eden,Azulay,057-1678585
1254,Yosef,Harel,056-7793489
1255,Gilad,Mendel,056-8823314
1256,David,Mendel,052-8302340
1257,Shani,Golan,055-4461299
1258,Tamar,Mendel,051-2469278
1259,Oren,Yosef,054-6816131
1260,Yossi,Peretz,055-9815652
1261,Gilad,Mizrahi,051-9854761
1262,Omer,Mendel,056-5177955
1263,Lior,Barak,054-7768718
1264,Roni,Tzur,051-8044921
1265,Liat,Friedman,055-7520637
1266,Noa,Navon,058-2266064
1267,Aviv,Weiss,052-3612062
1268,Liron,Mizrahi,051-7859246
1269,Amit,Shalom,057-7659906
1270,Eitan,Paz,057-2641123
1271,Sarit,Peretz,057-8908710
1272,Hadar,Weiss,050-1981176
1273,Omer,Katz,055-8250335
1274,David,Paz,054-4154229
1275,Yosef,Cohen,058-8495210
1276,Efrat,Cohen,052-2615872
1277,Ido,Klein,059-7093017
1278,Shaked,Friedman,059-2384109
1279,Ido,Weiss,055-7638518
1280,Daniel,Friedman,055-1337010
1281,Yael,Mendel,057-7017041
1282,Gilad,Yosef,054-6728392
1283,Roni,Alon,052-8722892
1284,Maya,Navon,052-8294035
1285,Amit,Oren,051-3443902
1286,Eden,Mizrahi,057-1651582
1287,Gilad,Barak,057-1258366
1288,Dafna,Weiss,054-4047750
1289,Nadav,Mizrahi,052-3576849
1290,Moran,Shalom,055-8919387
1291,Daniel,Mizrahi,054-2396737
1292,Liat,Zohar,057-7621182
1293,Hadar,Katz,059-2019208
1294,Moran,Shalom,052-1512636
1295,Tamar,Weiss,050-9532370
1296,Yarden,Sasson,050-6738548
1297,Dafna,Alon,059-8324708
1298,Alon,Oren,055-2864415
1299,Hadar,Mizrahi,054-2238003
1300,Dafna,Vardi,058-4126147
1301,Moran,Mizrahi,054-5652497
1302,Yarden,Golan,053-2660360
1303,Tamar,Mendel,055-8039876
1304,Rivka,Oren,054-5219997
1305,Amit,Lavi,056-4135632
1306,Erez,Alon,050-8236150
1307,Rivka,Vardi,054-1509163
1308,Sarit,Golan,057-3001679
1309,Liat,Levi,057-8076048
1310,Michal,Azulay,058-8237643
1311,Talia,Peretz,055-9641621
1312,Roni,Barak,054-7327030
1313,Gal,Cohen,058-7215125
1314,Yael,Yosef,058-3273036
1315,Dafna,Katz,055-5580385
1316,Yair,Navon,053-3112908
1317,Yair,Sasson,054-3004975
1318,Liron,Oren,058-1231207
1319,Roni,Golan,058-4225100
1320,Itay,Navon,055-3448699
1321,Shlomi,Peretz,054-9580017
1322,Liat,Ben-David,058-5143923
1323,Shaked,Weiss,058-4728541
1324,Yonatan,Ben-David,051-3266461
1325,Moran,Golan,050-4684337
1326,Yosef,Peretz,051-7171365
1327,Yonatan,Cohen,059-4546456
1328,Eitan,Oren,051-5289870
1329,Tamar,Golan,058-9975706
1330,Naama,Cohen,050-8700173
1331,Hadar,Harel,050-9618513
1332,Alon,Alon,051-6774346
1333,Talia,Alon,052-4182997
1334,Ariel,Peretz,057-3516624
1335,Erez,Navon,059-9411085
1336,Lior,Shalom,059-4094629
1337,David,Peretz,052-5129393
1338,Hadar,Shalom,052-1185212
1339,Yosef,Harel,054-5076357
1340,Ido,Biton,054-9150864
1341,Ido,Ben-David,057-2606035
1342,Daniel,Shalom,053-8912861
1343,Dafna,Levi,056-9267886
1344,Amit,Alon,051-5033289
1345,Yair,Tzur,059-4791799
1346,Roni,Klein,056-3770739
1347,Yael,Navon,057-4162439
1348,Roni,Zohar,052-6036917
1349,Avi,Paz,056-4868069
1350,Yair,Levi,057-6678746
1351,Talia,Shalom,055-8502619
1352,Omer,Ben-David,058-8353137
1353,Eden,Friedman,059-5629669
1354,Alon,Katz,058-3598986
1355,Amit,Yosef,050-7456963
1356,Shaked,Ben-David,055-1702995
1357,Talia,Lavi,051-4336119
1358,Rivka,Azulay,054-6588744
1359,Lior,Ben-David,056-1223795
1360,Yarden,Mendel,051-6847507
1361,Ariel,Regev,053-3056107
1362,Shani,Harel,052-7650129
1363,Shlomi,Klein,059-8560562
1364,Dafna,Shalom,054-4075154
1365,Eitan,Vardi,054-8931722
1366,Moran,Levi,059-6193446
1367,Yair,Oren,053-4212585
1368,Yonatan,Alon,054-6765750
1369,Or,Zohar,052-6228711
1370,Moran,Azulay,053-3383400
1371,Yosef,Paz,059-7322764
1372,Yossi,Regev,058-6448712
1373,Shaked,Weiss,059-4874004
1374,Itay,Biton,056-5030562
1375,Oren,Harel,059-7192108
1376,Erez,Mendel,058-8499486
1377,Shaked,Mizrahi,052-5545081
1378,Maya,Azulay,056-1886596
1379,Yonatan,Mendel,057-4572357
1380,Yair,Azulay,058-6156033
1381,Ido,Tzur,050-2743839
1382,Aviv,Tzur,054-4153122
1383,Rivka,Zohar,056-5273210
1384,Eden,Sasson,059-1644341
1385,Lior,Friedman,055-1411371
1386,Lior,Peretz,055-9476405
1387,Maya,Sasson,058-8476025
1388,Dafna,Ben-David,056-4570301
1389,Itay,Sasson,050-7557647
1390,Noga,Alon,053-6548373
1391,Yonatan,Oren,051-6025127
1392,Amit,Mizrahi,056-2035406
1393,David,Levi,058-6854312
1394,Omer,Eliav,057-9297032
1395,David,Levi,053-1583292
1396,Eitan,Navon,056-9838138
1397,Shira,Levi,056-5281701
1398,Oren,Navon,056-9760304
1399,Yarden,Zohar,051-4733713
1400,Hadar,Regev,051-4300142
1401,Amit,Levi,056-4442664
1402,Aviv,Cohen,052-1974875
1403,Naama,Biton,055-8001217
1404,Omer,Barak,053-2310515
1405,Shira,Vardi,056-5433740
1406,Yarden,Barak,053-1700324
1407,Gilad,Yosef,053-2552037
1408,Hadar,Azulay,056-4693638
1409,Moran,Klein,052-3334147
1410,Hadar,Eliav,055-6419691
1411,Maya,Sasson,055-5791871
1412,Itay,Barak,059-1997975
1413,Aviv,Harel,050-3488287
1414,Lior,Golan,053-6959394
1415,Dafna,Golan,053-9091356
1416,Noga,Yosef,054-8223517
1417,Eden,Harel,053-4981442
1418,Roni,Zohar,050-4042008
1419,Erez,Yosef,059-7942172
1420,Dafna,Azulay,051-6531997
1421,Nadav,Navon,054-6504296
1422,Moran,Katz,053-8231218
1423,Roni,Golan,058-5854106
1424,Shira,Cohen,058-9014610
1425,Yossi,Klein,052-6415409
1426,Ariel,Zohar,051-7790491
1427,Aviv,Biton,057-7125737
1428,Moran,Azulay,054-7453806
1429,Ido,Sasson,057-2250356
1430,Shlomi,Oren,055-8009890
1431,Alon,Friedman,050-1114310
1432,Shani,Regev,058-9225992
1433,Shani,Navon,050-9837660
1434,Daniel,Cohen,059-7897076
1435,Oren,Tzur,056-9032038
1436,Yossi,Mendel,057-3761530
1437,Gal,Shalom,050-2310138
1438,Amit,Alon,058-6482013
1439,Shira,Shalom,059-5639852
1440,David,Weiss,058-8384225
1441,Itay,Regev,054-5564935
1442,Gilad,Mizrahi,054-5449517
1443,Naama,Golan,051-6192482
1444,Nadav,Paz,057-6010426
1445,Avi,Ben-David,050-2202995
1446,Hila,Ben-David,057-4697581
1447,Shlomi,Azulay,052-2047666
1448,Liron,Ben-David,058-2055620
1449,Aviv,Vardi,051-2558853
1450,Shani,Navon,054-1610774
1451,Oren,Golan,056-8037066
1452,Moran,Katz,059-4506828
1453,Gilad,Biton,057-5849409
1454,Aviv,Navon,059-8473279
1455,Shaked,Lavi,050-4195636
1456,Yair,Katz,052-7882585
1457,Nadav,Barak,056-2159210
1458,Daniel,Shalom,057-8673344
1459,Moran,Peretz,050-6229593
1460,Noa,Weiss,051-3084391
1461,Efrat,Regev,058-1109460
1462,Hila,Tzur,057-4682924
1463,Amit,Peretz,059-3451671
1464,Shani,Paz,057-2636180
1465,Alon,Alon,056-4112924
1466,Michal,Mendel,058-4678593
1467,Avi,Tzur,054-6949043
1468,Tamar,Lavi,057-3134757
1469,Aviv,Azulay,056-3429710
1470,Nadav,Levi,052-6733650
1471,Ido,Sasson,059-1523255
1472,Roni,Friedman,059-1648291
1473,Amit,Weiss,056-7654331
1474,Yarden,Golan,053-7000893
1475,Daniel,Azulay,050-9457196
1476,Amit,Barak,050-7070164
1477,David,Shalom,055-8340099
1478,Eden,Shalom,051-1217622
1479,Sarit,Shalom,051-8999941
1480,Or,Shalom,055-2762326
1481,Talia,Navon,051-2612766
1482,Yair,Eliav,054-2287559
1483,Shlomi,Levi,053-2384751
1484,Oren,Paz,057-4832126
1485,Shira,Eliav,057-9880430
1486,Shira,Lavi,050-7033318
1487,Roni,Lavi,056-5811869
1488,Erez,Shalom,052-5444433
1489,Yosef,Mendel,052-3774663
1490,Sarit,Lavi,056-7883057
1491,Avi,Barak,055-3464156
1492,Shani,Friedman,051-3565701
1493,Dafna,Klein,051-1919125
1494,Roni,Sasson,053-8552268
1495,Lior,Levi,059-9132224
1496,Ido,Klein,053-9909546
1497,Tamar,Lavi,053-6395901
1498,Avi,Eliav,052-7987000
1499,Yael,Mizrahi,051-8933423
1500,David,Oren,057-4023069
1501,Shaked,Navon,053-7641695
1502,Yair,Vardi,058-8051973
1503,Naama,Zohar,055-3106046
1504,Erez,Barak,051-6388632
1505,Omer,Yosef,054-7692630
1506,Aviv,Vardi,052-9183198
1507,Dafna,Alon,054-2781475
1508,Gilad,Azulay,055-9207600
1509,Avi,Friedman,050-5936674
1510,Yarden,Peretz,056-5148267
1511,Or,Cohen,055-7461456
1512,Lior,Oren,059-9093933
1513,Hadar,Paz,056-5273445
1514,Hadar,Sasson,055-5558848
1515,Rotem,Alon,052-9852345
1516,Yael,Shalom,052-3914521
1517,Efrat,Oren,050-4847371
1518,Ido,Cohen,056-1371941
1519,Shlomi,Eliav,059-3725955
1520,Naama,Ben-David,053-5885844
1521,Shira,Mendel,051-3690354
1522,Roni,Katz,054-9964758
1523,Noa,Sasson,056-4907762
1524,Yosef,Levi,057-5938228
1525,Yael,Cohen,056-1184496
1526,Sarit,Peretz,054-3075355
1527,Eden,Oren,054-7129045
1528,Yarden,Harel,056-4076707
1529,Yarden,Vardi,058-3419927
1530,Sarit,Vardi,054-9331744
1531,Moran,Katz,054-5489094
1532,Omer,Lavi,057-7484979
1533,Maya,Vardi,052-6144448
1534,Shaked,Vardi,051-6995414
1535,Eden,Golan,053-1707495
1536,Erez,Harel,057-5552094
1537,Yosef,Harel,052-3976808
1538,Amit,Alon,055-5746575
1539,Yarden,Eliav,056-3509127
1540,Yarden,Biton,053-2075802
1541,Yosef,Harel,057-1742515
1542,Sarit,Shalom,056-6779532
1543,Nitzan,Katz,056-3251664
1544,Yarden,Barak,050-6007541
1545,Shaked,Shalom,057-3244027
